cancer.type	cancer.subtype	nsamples	ABCD4	ADA	AGA	ANPEP	ARL8A	ATG9B	ATP6V1C1	B4GALT1	BBC3	BCL10	CD68	CLCN6	CLCN7	CPNE1	CP	CTNS	CTSD	DAB2	EGF	FLCN	FTL	GABARAPL1	GBA	GNLY	GOPC	GPC3	GRN	HSP90AA1	LAMP1	LAPTM5	LRP1	MAN2B1	MAP1LC3B2	MAP1LC3B	MCOLN1	NEU1	PIGR	PRKD1	PSAP	RAB7A	RILP	RNF13	RNF152	RPTOR	RRAGD	SGSH	SLC11A1	SLC15A4	SLC17A5	SLC36A1	SPNS1	SQSTM1	TMEM150A	TOM1	TP53INP1	TP53INP2	UBXN6	VAMP4	VAMP7	VCAN	VPS18	WDR24	WDR81	WIPI1	ZFYVE1	ATP6V0D2
11	GBM	GBM_LGG.G-CIMP-low	5	1	0.0166666666666667	0.683333333333333	0.783333333333333	0.233333333333333	0.35	0.35	0.683333333333333	0.783333333333333	0.683333333333333	0.683333333333333	0.45	0.233333333333333	0.133333333333333	0.516666666666667	0.3217233358243	0.683333333333333	0.35	0.95	1	0.516666666666667	0.783333333333333	0.95	0.233333333333333	0.783333333333333	0.516666666666667	0.783333333333333	0.35	0.45	0.35	0.0833333333333333	0.35	0.233333333333333	1	0.683333333333333	0.783333333333333	NA	0.683333333333333	0.233333333333333	0.783333333333333	0.783333333333333	0.516666666666667	0.95	0.35	0.683333333333333	0.683333333333333	0.35	0.683333333333333	0.133333333333333	0.053854217727542	0.233333333333333	0.45	0.95	0.683333333333333	0.233333333333333	0.0166666666666667	0.233333333333333	0.783333333333333	0.683333333333333	0.233333333333333	0.95	0.35	0.683333333333333	0.45	0.45	NA
12	GBM	GBM_LGG.LGm6-GBM	13	0.792485539146814	0.764581607054883	0.656000350185762	0.182195776349148	0.43669325825251	0.906202123878284	0.470352562207021	0.306287043691456	0.271457628352145	0.0706348019416138	0.135028154028632	0.00814287135806017	0.110259718656138	0.414969916573171	0.920585447351698	0.0928917365746087	0.877522991364605	0.750730305659703	0.934992302718377	0.603931204034312	0.907533860823905	0.114935670585034	0.723248148906413	0.865336225771197	0.906202123878284	0.157418637054749	0.129793415795349	0.0928917365746087	0.963859580344439	0.920585447351698	0.792485539146814	0.315390822214927	0.188771716723795	0.992769768768747	0.23917453853646	0.188771716723795	NA	0.157418637054749	0.698316065034167	0.848988506886827	0.806530367444286	0.863235584374163	0.566023611331862	1	0.517155182307656	0.458991989586345	0.820631822546563	0.0340306577688047	0.0888742939549123	0.343645873021018	0.0183248994068465	0.877522991364605	0.202388323788599	0.247006583808202	0.231501302320309	0.169503997837466	0.481851309334422	0.920585447351698	0.0888742939549123	0.0268669104130434	0.263148014601437	0.263148014601437	0.163386080984407	0.254997689115259	0.736951230071543	NA
13	GBM	GBM_LGG.Mesenchymal-like	53	0.541306194897875	0.0272106528193741	0.0187637865711904	0.376280305100551	0.631501533399177	0.177460464393041	0.0614877556427634	0.349382997251031	0.700583022637241	0.0362744823273329	0.044684962061815	0.0011397269984662	0.000437365364964081	0.817990875696208	0.07577607181786	0.422561751950583	0.87476604472847	0.52165389411442	0.458903388512312	0.183384108745768	0.218224554972089	0.154238179963122	0.998628377924479	0.769527166049419	0.0952699260469418	0.112671180321787	0.623555018189788	0.44212879416877	0.997599373365427	0.431511787628813	0.0287635399574029	0.588802901961425	0.74857206961516	0.868673720355958	0.463127545813708	5.62230741354788e-05	NA	0.496858786960121	0.116277893438921	0.0288941681957251	0.00649222375722834	0.0803439225144875	0.0155872504722646	0.0880340760450488	0.762122676606126	0.381944739623125	0.799548774541462	0.867774059277383	0.280112988975544	0.0730909976564015	0.549890793609675	0.3065939532136	0.254435327308557	0.757743610661675	0.131319602794492	0.163131085748854	0.0252412580255951	0.128129613154205	0.716408164986394	0.187672941579701	0.890373996538517	0.226885332729363	0.426112431791795	0.0703010324835653	0.634790281037399	NA
14	KICH	KICH.Eosin.0	46	0.942276957308	0.118519859135568	0.815951132236553	0.0784378690945752	0.583627205013639	0.32501866022061	0.0803582035606855	0.00658844134846985	0.691993772275564	0.234482824331004	NA	0.227954106687538	0.423343689373136	0.780723617049144	0.218796104426497	0.0328565903962963	0.397767103743323	0.588984204120744	0.540612130605071	0.148818540156892	0.363255463744473	0.00674297165297607	0.0161121565273165	0.875207372885713	0.206079108014211	0.591252862444551	0.026009220449239	0.604791843149119	0.00494930474971144	0.0826937541703746	0.022697769645865	0.0185461395027571	0.394551017261304	0.411749376498651	0.0656001703000575	0.697115497762068	0.406144457999918	0.0868011166726343	0.000406832758718597	0.521013076397963	0.0122964054980534	0.915443150208684	0.998052459571259	0.548756004220342	0.713007560946903	0.222240576318164	0.536725082238037	0.655343101174199	0.272140078804384	0.716803247886956	0.0952708567863123	0.515692820597285	0.190733230218066	0.111686870124195	0.248726802231669	0.248085194289274	0.0151585603805735	0.175038737573651	0.163617048166362	0.00203032065744839	0.293507429602997	0.000587978599386604	0.451464093562688	0.263883023620137	0.483416307183992	0.362448147621641
15	KICH	KICH.Eosin.1	19	9.60713314174716e-05	0.119404992325081	0.320156018649886	0.0172335162515289	0.737249698198396	0.816576150602641	0.820326343655269	0.871157227844611	0.825943281422336	0.22618410791313	NA	0.0358488601119425	0.0542717295394618	0.951154837430029	0.245500915936963	0.170212011469086	0.570170794925842	0.271900690376329	0.68336079108843	0.172612737028738	0.110879119049843	0.347460674030344	0.357626943507341	0.951154837430029	0.160842343476626	0.0726630796523424	0.264672190603753	0.117560885592759	0.842843152962636	0.077924999454305	0.748183696254553	0.523075117125979	0.275184093561408	0.377288850467892	0.888222455842096	0.928217728680112	0.393456866530695	0.175036952519043	0.242644237815588	0.259018337308508	0.809118570344183	0.631613499464399	0.0156146563655332	0.361510274872245	0.895015527994997	0.160842343476626	0.346124959172169	0.731801160191591	0.662204265213465	0.555527251625137	0.939680426743399	0.16783469383198	0.330341386052152	0.988620744949023	0.0351142363567946	0.00678426823406962	0.246537260916387	0.786814692789051	0.854147972500111	0.0316174150094067	0.726365249869186	0.268642424441381	0.0290236014024274	0.0908125864170176	0.217518749096956	0.0248933771139401
16	LUAD	LUAD.2	32	0.821633625996947	0.338951915326396	0.219276416814502	0.168393761593171	0.161442391783606	0.0457721208796672	0.677312496623633	0.629457229725575	0.360067721617893	0.551712579809771	0.521810638442956	0.0817820399719674	0.933739093408365	0.892272071462327	0.835698414686078	0.957661024351608	0.213482746326483	0.175558597429274	0.0293739006259765	0.612407425365249	0.242750864512209	0.256854994058061	0.732492050554697	0.806070767970756	0.322223891458176	0.0593545600245304	0.968228441663938	0.333557671722685	0.826315985415302	0.278982834657064	0.0424150518681621	0.0373274447367078	NA	0.987289863066117	0.431101392763472	0.4812351173574	0.399748390101188	0.316908740858998	0.560401782826123	0.217019463259115	0.720436598018278	0.563845198492798	0.189838990044018	0.121529260016667	0.251723878055968	0.545684583684674	0.186366558407965	0.0271583135097545	0.504171344044717	0.39861313611036	0.0834646946805122	0.0585982224391125	0.823193741118577	0.157739736309416	0.0268441266947174	0.489066089405716	0.74765090936013	0.957121172489623	0.693559140397997	0.101243863495577	0.26031427264361	0.578914045708757	0.412157029326027	0.60958501173101	0.278982834657064	0.560437941833229
17	LUAD	LUAD.3	56	0.358116102274108	0.107113082293896	0.296475376327834	0.709777611365757	0.346657259069899	0.27015208483589	0.139569961089275	0.0113066749785483	0.78893126223403	0.102861833998628	0.287727168353019	0.0440052389986797	0.00620381625666788	0.147393982397386	0.630001975545808	0.620203099509797	0.563072090892747	0.0410013670079653	0.554899652306203	0.227900740215144	0.0246279273977265	0.191463899534711	0.14977445297763	0.188679145518435	0.650611351875388	0.315173099012746	0.444966216913101	0.233982916858573	0.00557674761343647	0.260210410641426	0.00146036816683323	0.780056276376545	NA	0.585421396562146	0.020710027383705	0.302095857452566	0.000165802898808728	0.610317136993211	0.878583209509851	0.726755234539767	0.0675641682484246	0.034688153712427	0.00862139741771081	0.786227281997514	0.503580693150298	0.751897561742557	0.635875088417371	0.734668576711624	0.236748393509349	0.0476182995374832	0.0832661874986895	0.654949964976532	0.393599823052118	0.71952504562567	0.0306707464253339	0.0224322923044796	0.232830937327971	0.532200109854791	0.884703062874256	0.458623116494138	0.67681081423128	0.751331713907486	0.0359400698551258	0.0164606634908659	0.271471595923903	0.0420343720920563
18	LUAD	LUAD.6	43	0.0139550558884549	3.03660733146347e-05	0.105578053811418	0.686703115915365	0.150462463581041	0.911978045698565	0.768707688409009	0.0242241156323602	0.0815092275763588	0.36571945569325	0.003636385643822	0.000943421370054322	0.250391610046972	0.95727151728005	0.123453634679279	0.928844718574093	0.0834303632894192	0.00481359366182651	0.0611722798056136	0.833662591854004	0.0660642410736315	0.0946189303177429	0.000276820046193716	0.19218524111772	0.253328893455987	0.00239350149830435	0.0163267740918196	0.479304541457901	0.124987934599399	0.0573067140545111	0.000491861668720972	0.00966874017761126	NA	0.655659744391237	0.962656589319255	0.304539944881259	1.70756141947594e-05	0.791820570691228	0.0588949338540488	0.976230088984326	0.0804351773001614	0.642395417049318	0.00726754670397698	0.992682811378514	0.0457245643173074	0.900554773159024	0.297670940855838	0.909685138818131	0.252830715655292	0.0808238754642075	0.0119977274055975	0.0650532867184483	0.822371271597997	0.0233075803384091	0.000843624318245359	0.323779552120059	0.0815092275763588	0.404572141814113	0.011869666052541	0.893332045433004	0.0213086937529604	0.00329769843505178	0.0011154814839032	0.728789379209745	0.018003681995647	0.000813657345934879
19	LUSC	LUSC.basal	43	0.883819180357276	0.882187625157278	0.315685890083416	0.183950576935244	0.787232817653379	0.536236613095228	0.595991681058608	0.305001486898681	0.475261904011725	0.531195631426903	0.640592369116879	0.188413810087123	0.856583886655136	0.623813452689317	0.12248730041798	0.970352365680946	0.071094095666261	0.0270254513119787	0.60883808967856	0.305463479973972	0.224182963386815	0.0867983502945199	0.31432704097031	0.505135493604435	0.0493250960482334	0.925776203430439	0.0650833056600948	0.00570855218227253	0.17859853697015	0.426019264533641	0.0346741178347608	0.563035602420074	0.160379976421817	0.386961675677356	0.282037763201296	6.18750749158698e-07	0.292854757555018	0.19583384597349	0.802482632055651	0.897852964933693	0.317633595745745	0.0181803573469553	0.11401972777343	0.0641742288313902	0.898213167674583	0.0148801876216689	0.0137518075109763	0.700735967470879	0.117490589926071	0.835498935594536	0.00798720673765036	0.24262345794699	0.0182316759658913	0.219955728268277	0.849526171430414	0.82838900951447	0.349335915795745	0.0414190891203252	0.424607510143947	0.802138255931672	0.188172717138287	0.491244498243532	0.00712392088576189	0.177448836507854	0.173028411323646	0.714721702906521
20	LUSC	LUSC.classical	65	0.496677353125262	0.965134106615084	0.215376913399993	0.126822708805351	0.233898288525746	0.784133763421632	0.131801376632111	0.026944385765727	0.726314201377119	0.996278071941602	0.0580416103873628	0.710404680184864	0.581438319938905	0.777773521688546	0.925666436479285	0.927449486142359	0.35551416696329	0.446088832481946	0.460214378674016	0.153456873855999	0.876180181743514	0.0204408128526759	0.0817096066364449	0.400508516908876	0.740384872321855	0.90510315387674	0.77259266256859	0.266185424431943	0.306346770313001	0.86934237788347	0.00358821990034839	0.63934067720853	0.317365790261595	0.136225249425648	0.45853072027554	0.45569388812544	0.0761482156136352	0.866622308470117	0.399705247446544	0.0218623498199615	0.075526394173081	0.334690619217466	0.60010818859753	0.1375363820857	0.0146703134258279	0.03664236061884	0.846540406043528	0.00718328198833506	0.173313068333624	0.817551206450877	0.0501322806453505	0.501410767369318	0.0169418506645077	0.6306996420367	0.473644544693022	0.118428218900571	0.0302421410589835	0.611490619292079	0.363621060894536	0.144913407826807	0.0228101086497933	0.877777423905493	0.170820878371215	0.0165115475505652	0.0616307933264082	0.918521002085206
21	LUSC	LUSC.primitive	27	0.906682987302836	0.395690182870095	0.224664146138735	0.66397058438914	0.466031480849736	0.0117184430081795	0.43096589892009	0.0466169438291115	0.429161827048971	0.0374539586846738	0.845343319064453	0.863169799736422	0.974498333022337	0.0849226620114917	0.0600700941250073	0.99878543764397	0.550086542373583	0.681816250785078	0.273337834083126	0.24804195077413	0.0147715986276985	0.945385506964834	0.0837499599693486	0.567177697400949	0.48507675003122	0.310648645964327	0.307684243661894	0.000532835305605173	0.252162012483876	0.144754415686116	0.0378018791354589	0.198181195748043	0.952983335107425	0.806311545559686	0.981913812658141	0.400872547681316	0.451085858063227	0.824101032545332	0.434336504992092	0.81939120908431	0.318039925862765	0.416651334505459	0.0647045000857167	0.0701218679133729	0.73865048089186	0.70663269681756	0.991498214162583	0.747881301596474	0.334922553121044	0.856219290140171	0.872988181497491	0.185810611673398	0.672871408621891	0.421987617955215	0.0656642071322792	0.646297805579082	0.0600700941250073	0.976926381837353	0.247003076864068	0.844278950372871	0.0867053811437572	0.997588317937674	0.0322597050686609	0.141264745572156	0.567177697400949	0.0363597503111792
22	LUSC	LUSC.secretory	44	0.619116194179841	0.222847141023787	0.600986474653928	0.0086039704351425	0.728158052841686	0.338056257931197	0.0479716125734378	0.567439282784959	0.159365649516952	0.646460782206953	0.251793208487841	0.279100002222545	0.38394413781057	0.860627882871249	0.448211242008123	0.95691202018733	0.0649939709877407	0.000835691904847585	0.516289164591078	0.814297707978224	0.0156381893335286	0.834187596306029	0.214953463277218	0.0175434138417638	0.000150485399833379	0.779776315329868	0.528468726367699	0.0527584045682506	0.195915609926532	0.857289115004556	0.00906843479952615	0.499776902921274	0.431610670557107	0.350166077632806	0.814353484273296	0.00730101603863428	0.916109395678164	0.37269299882427	0.31743485926736	0.367037566410457	0.0718645424574816	0.584888929519899	1.77551048522312e-05	0.573008259253382	0.757373545170262	0.0658785271935545	0.480731040371163	0.508561150130965	0.786087500805581	0.00755781487946394	0.0823609494005211	0.660312403290437	0.280578875355847	0.497539612527212	0.0441228190604002	0.38394413781057	0.15683847350298	0.380932196003912	0.522814848539862	0.00682250096379445	0.428654887105871	0.0829037398242219	0.00379648612546913	0.425443135361778	0.0234224341653683	0.304573643769557
23	READ	GI.CIN	102	0.944912729650204	0.00670143248087852	0.707158696082981	0.359179452295316	0.00646636555292652	0.0106938149471427	0.836517577518501	0.954524653047879	0.0124234709819817	0.88591679020867	0.00198507872764928	0.674356939355378	0.0982246663415975	0.668527022833382	0.39184600316047	0.869497109964683	0.0119432156574167	0.10253565554502	0.715439455576865	0.927393884662029	0.820506896544927	0.000158550227859822	0.410220521032552	0.618307710774463	0.0139261083158467	0.736649670587181	0.197691751976553	0.955126565917824	0.000574649201286229	0.75011783381232	0.00115416245663772	0.912393426219347	0.420402896526451	0.35355509903032	0.525900745059068	0.700620946958063	0.010024324766792	0.0542276741812836	0.463012571846508	0.441737407560372	0.995229448830334	0.0789214349760909	0.411597035546304	0.0131162460486151	0.625733678671283	0.34521928651883	0.960273209442927	0.218034198750994	0.877926848275379	0.899653688325738	0.00649990031138807	0.108304065809956	0.453246217871424	0.0131418236238422	0.0111601803682009	0.0193291685120816	0.10238746135378	0.0124769732800085	0.0529352543474035	0.271228956765375	0.250051916822617	0.0892759480880717	0.0484170347734668	0.0369507026360879	3.31246399090168e-06	0.129813356447937
