cancer.type	cancer.subtype	nsamples	AGA	ARL8B	ARSA	ARSB	ASAH1	ATG10	ATG16L1	ATG2B	ATG3	ATG7	ATG9B	ATP6AP1	ATP6V0A1	ATP6V0B	ATP6V0C	ATP6V0D1	ATP6V0E1	ATP6V1A	ATP6V1B2	ATP6V1C1	ATP6V1D	ATP6V1E1	ATP6V1G1	ATP6V1H	BECN1	CD63	CLCN7	CLN3	CTNS	CTSA	CTSB	CTSD	CTSF	CTSS	CTSZ	GAA	GABARAPL1	GABARAP	GALC	GALNS	GBA	GLB1	GM2A	GNS	GUSB	HEXA	HEXB	HIF1A	HPS1	HPS4	LAMP1	MAP1LC3A	MAP1LC3B	MCOLN1	NAGLU	NEU1	NPC2	PLBD2	PPARGC1A	PSAP	RRAGC	RRAGD	SCPEP1	SGSH	SLC36A1	SQSTM1	STK4	TFEB	TPP1	ULK1	ULK2	UVRAG	VPS11	VPS18	VPS26A	VPS33A	VPS35	VPS8	WDR45	WIPI1	ATP6V0D2	IFI30
11	GBM	GBM_LGG.G-CIMP-low	5	0.683333333333333	0.783333333333333	0.233333333333333	0.233333333333333	0.683333333333333	0.783333333333333	0.0833333333333333	0.95	0.45	0.683333333333333	0.35	0.95	0.683333333333333	0.35	0.783333333333333	0.35	0.783333333333333	0.95	0.516666666666667	0.35	0.45	0.783333333333333	0.433766156169028	0.683333333333333	0.45	0.95	0.233333333333333	0.95	0.3217233358243	0.133333333333333	1	0.683333333333333	0.683333333333333	0.35	1	0.35	0.783333333333333	0.0166666666666667	0.783333333333333	0.683333333333333	0.95	0.95	0.45	0.683333333333333	0.783333333333333	0.133333333333333	0.233333333333333	0.783333333333333	0.45	0.683333333333333	0.45	0.95	1	0.683333333333333	0.95	0.783333333333333	0.516666666666667	0.516666666666667	0.233333333333333	0.233333333333333	1	0.683333333333333	0.35	0.683333333333333	0.053854217727542	0.45	0.35	0.0833333333333333	0.683333333333333	0.683333333333333	0.95	0.45	0.683333333333333	0.95	0.35	0.95	0.95	0.683333333333333	0.35	0.45	NA	0.95
12	GBM	GBM_LGG.LGm6-GBM	13	0.656000350185762	0.0849827627638607	0.353376451811562	0.279926505248293	0.603931204034313	0.553621558251875	0.877522991364605	0.447771588455077	0.736951230071543	0.750730305659703	0.906202123878284	0.806530367444286	0.306287043691455	0.920585447351698	0.963859580344439	0.393835185104886	0.297341475651677	0.0525324710799384	0.209430603406308	0.470352562207021	0.414969916573171	0.43669325825251	0.985767348696009	0.0402766973377867	0.209430603406308	0.436693258252511	0.110259718656138	0.263148014601437	0.0928917365746087	0.863235584374163	0.713711722398163	0.877522991364605	0.920585447351698	0.778501310348126	0.723248148906413	0.629758139870264	0.114935670585034	0.656000350185762	0.578544468706138	0.0183248994068465	0.723248148906413	0.23917453853646	0.553621558251875	0.283513078598535	0.315390822214927	0.279926505248293	0.223986534640913	0.202388323788599	0.517155182307656	0.764581607054883	0.963859580344439	0.163386080984407	0.992769768768747	0.23917453853646	0.0498860854880627	0.188771716723795	0.414969916573171	0.603931204034313	0.0775693109322543	0.698316065034167	0.334070890240921	0.517155182307656	0.315390822214927	0.458991989586345	0.343645873021018	0.877522991364605	0.383257911505946	0.629758139870263	0.616791174982918	0.324652305696781	0.992769768768747	0.891846567393224	0.553621558251875	0.263148014601437	0.324652305696781	0.404328210459866	0.682631671519805	0.279926505248293	0.163386080984407	0.254997689115259	NA	0.388416115872896
13	GBM	GBM_LGG.Mesenchymal-like	53	0.0187637865711904	0.574989694899863	0.310038414870818	0.733636398559952	0.544633138309809	0.0726290044645737	0.0593795790063015	0.00323580299874089	0.198228657816839	0.0155827154606833	0.177460464393041	0.30219882455334	0.00247402738138518	0.0121111694285109	0.286360166328603	0.212065735039974	0.0179655043610479	0.0101934253904231	0.704955892243854	0.0614877556427634	0.533520934993379	0.70848899356831	0.0712332190795376	0.47910997149582	0.924897285899249	0.0119552588821845	0.000437365364964081	0.716622612318383	0.422561751950583	0.680069100725588	0.412595753822395	0.87476604472847	0.000178793309869098	0.170898224897347	0.907843795407034	0.846396387059187	0.154238179963122	0.070114602575829	0.448976666976472	0.85549177798456	0.998628377924479	0.00244460755701841	0.945175910009808	0.167962024980546	0.0753375026567397	0.0350914925171857	0.010815436535283	0.847063788330684	0.637449510770778	0.000228507968833741	0.997599373365427	0.482891806480141	0.868673720355958	0.463127545813708	0.136742434916348	5.62230741354788e-05	0.095276786958563	0.109814105886161	0.316599753519806	0.116277893438921	0.468780032557887	0.762122676606126	0.217383605557334	0.381944739623125	0.0730909976564015	0.3065939532136	0.0719491759342187	0.361743458126607	0.365900283882382	0.00182148476628018	0.491574106661314	0.552031315919114	0.579898232824701	0.890373996538517	0.000914297817165122	0.134175562030973	0.161093800939037	0.00150741466572099	0.686817751806377	0.0703010324835653	NA	0.0573039575676781
14	KICH	KICH.Eosin.0	46	0.815951132236553	0.590112314946973	0.539258467441643	0.000554177327494268	0.456167676182639	0.145990462179237	0.861754414793871	0.232097619756181	0.720461634793784	0.845634983883966	0.32501866022061	0.507887733381416	0.246498829441394	0.106749999593087	0.847679099898057	0.944863771991591	0.0286366319864643	0.335863111086955	0.00226589567291273	0.0803582035606855	0.0328509095436434	0.0474240687396947	0.334058383712908	0.0928387450170891	0.00986558852240382	0.400248580897886	0.423343689373136	0.627575654673802	0.0328565903962963	0.681491979991412	0.00228162320407443	0.397767103743323	0.312579869279488	0.114976791662594	0.168451516584367	0.000583930499081304	0.00674297165297607	0.342186570128165	0.333629752780569	0.297541450153413	0.0161121565273165	0.741322588485907	0.295240584337571	0.026113532729617	0.942924455566738	0.53816413219799	0.781668327449593	1.73525616857499e-06	0.67789552435219	0.0054916515982377	0.00494930474971144	0.00672024300768015	0.411749376498651	0.0656001703000575	0.508584269392252	0.697115497762068	0.285373355081034	0.0788216353161587	0.580834300372529	0.000406832758718597	0.819752974951426	0.713007560946903	0.00205153337219302	0.222240576318164	0.716803247886956	0.515692820597285	0.952317064123684	0.0583742294374361	0.0711743462224119	0.970146254928052	0.718335147415687	0.0832261720416161	0.256984733225895	0.293507429602997	0.258764136512648	0.158027284319474	0.0195984799377545	0.232461223974584	0.00383132825524838	0.263883023620137	0.362448147621641	0.405112374725096
15	KICH	KICH.Eosin.1	19	0.320156018649886	0.0688972178593646	0.578719237642871	0.0260222456909279	0.63094123358945	0.688687248282091	0.0954437609287785	0.0629537740604186	0.962638737788255	0.195482484635648	0.816576150602641	0.57523048586252	0.882528278309076	0.373307535746865	0.31654601614614	0.0358488601119426	0.177484738255046	0.651718647068797	0.536138136598631	0.820326343655269	0.104192851700413	0.342340460345744	0.136389087961786	0.115737657611906	0.077924999454305	0.939680426743399	0.0542717295394618	0.178712663356061	0.170212011469086	0.905336329811804	0.0226243120086381	0.570170794925842	0.418429064318782	0.0227529950552883	0.498343596937063	0.077924999454305	0.347460674030344	0.0180411608405254	0.157139850513409	0.259018337308508	0.357626943507341	0.100248453780362	0.600284278534989	0.928217728680112	0.625788471630649	0.139019438486689	0.0752591893271396	0.262201261553906	0.31654601614614	0.262201261553907	0.842843152962636	0.163149945969721	0.377288850467892	0.888222455842096	0.825943281422336	0.928217728680112	0.00311779500121794	0.33113604778801	0.683640002571762	0.242644237815588	0.646499751164695	0.895015527994997	0.555527251625138	0.160842343476626	0.555527251625137	0.16783469383198	0.781263485976864	0.0986273964374651	0.373307535746865	0.0834700503278298	0.0652820290650949	0.177484738255046	0.435549508632178	0.726365249869186	0.104192851700413	0.225656213637482	0.580204087120214	0.156296238678632	0.182451333118187	0.0908125864170176	0.0248933771139401	0.625788471630649
16	LUAD	LUAD.2	32	0.219276416814502	0.868694767281975	0.87340202714151	0.000122559900279983	0.127680863920155	0.976960766916159	0.227103044271613	0.113642804515783	0.0923378634259379	0.784407702795413	0.0457721208796672	0.32472500278264	0.960853847486445	0.53161469693236	0.40889758230573	0.471219746357128	0.0425789011734956	0.504378681063009	0.0406233392404828	0.677312496623633	0.0708645183144447	0.067596741258122	0.0131642826214504	0.736979143944037	0.307135935197569	0.794852587523655	0.933739093408365	0.0189321038171788	0.957661024351608	0.40316536132208	0.355623333034352	0.213482746326483	0.0576501489176791	0.911463415227767	0.140150509035053	0.62849075867227	0.256854994058061	0.585064629186148	0.917821806336424	0.624231316197088	0.732492050554697	0.353694071469105	0.206402547325517	0.149287918696991	0.292840887136881	0.756791954985004	0.237561077205388	0.275361087698563	0.849813982357582	0.0579333378153259	0.826315985415302	0.183854821127451	0.987289863066117	0.431101392763472	0.986414062415603	0.4812351173574	0.640931071794953	0.336011235099534	0.782866270922512	0.560401782826123	0.781325659488678	0.251723878055968	0.501595767865719	0.545684583684674	0.39861313611036	0.0585982224391125	0.000671013064955482	0.762904326662544	0.576815069231683	0.994405574189594	0.101243863495577	0.721939943913581	0.161442391783606	0.26031427264361	0.229487927707539	0.00209775982826807	0.812579104392789	0.72721045877337	0.415049545086695	0.60958501173101	0.560437941833229	0.0717322699128688
17	LUAD	LUAD.3	56	0.296475376327834	0.555741845541413	0.146389594104866	0.200460440914566	0.164803727367764	0.0746037162367258	0.0310452807440442	0.000387305316254269	0.0444339737683285	0.01090689066956	0.27015208483589	0.918685081075288	0.00187534554044739	0.000149819649486429	0.37476029023154	0.210510173842143	0.344772050932974	0.858048147950539	0.288798282035413	0.139569961089275	0.0849594315774207	0.00379937525671017	0.0297067368496337	0.000844127953293074	0.588451894034105	0.559056023861206	0.00620381625666788	0.843605813166895	0.620203099509797	0.0221754871088394	0.564286533038826	0.563072090892747	0.304956433063637	0.853014000151648	0.990625349169735	0.169765141067452	0.191463899534711	0.0504718169258765	0.0955934092104053	0.287645311718602	0.14977445297763	0.0454410373060927	0.258064411499268	0.12660890773801	0.351345954599658	0.362100557496986	0.495589261076406	0.238267095576849	0.697085693794845	0.179918184996857	0.00557674761343647	0.0656362491209798	0.585421396562146	0.020710027383705	0.368600265271643	0.302095857452566	0.842042929432272	0.0482188492118068	0.221219127640297	0.878583209509851	0.0529355833530848	0.503580693150298	0.0780728380292759	0.751897561742557	0.0476182995374832	0.654949964976532	0.0150172431532496	0.166823597640771	8.24516321194924e-05	0.0371179563274433	0.335542266235612	0.119789650067139	0.0295962311669371	0.67681081423128	0.0219676631194727	0.000205277105043991	0.398511149060185	0.00529362206848589	0.0456125520634858	0.0164606634908659	0.0420343720920563	0.287446916247232
18	LUAD	LUAD.6	43	0.105578053811418	0.461161815260908	0.00343490529257585	0.948813184232982	0.480298197691126	0.000124166734029398	0.00504591747352745	0.00794015221717618	0.200392951940442	0.548517488072151	0.911978045698565	0.104076973254867	0.0689947051066001	0.0159487123951494	0.146994772809537	0.334007938763383	0.297670940855838	0.81901092086075	0.0232432379025085	0.768707688409009	0.396116445588985	0.025968884832383	0.346880063871806	0.627243413545594	0.843475555372875	0.333074454429875	0.250391610046972	0.00587035633328468	0.928844718574093	0.490352742931947	0.199074048435919	0.0834303632894192	0.375019908354879	0.0158116669640445	0.00853693458474311	0.130909099182659	0.0946189303177429	0.252015898839148	0.0236641302119101	0.0283406386335293	0.000276820046193716	0.458326075243589	0.551754745079488	0.061594080184677	0.911981808840532	0.568076545886632	0.334987330531591	0.874572471259572	0.0125847877764131	0.516028422104271	0.124987934599399	0.010327430662214	0.655659744391237	0.962656589319255	0.281520941951177	0.304539944881259	0.001627302654429	0.741480263420869	0.0118905267553648	0.0588949338540488	0.0699057906061437	0.0457245643173074	0.279988003134782	0.900554773159024	0.0808238754642075	0.0650532867184483	0.00269408019752297	0.00583074167085183	0.0302032906020967	0.921175457684876	0.137904700438251	0.0524659036065277	0.749577035207527	0.0213086937529604	7.47043492327541e-06	3.20432017458162e-06	0.651394199686647	0.182267140025748	0.174602482830905	0.728789379209745	0.000813657345934879	0.935267126042157
19	LUSC	LUSC.basal	43	0.315685890083416	0.225744037024165	0.156179134969774	0.363653351734988	0.315176806908858	0.930294202033097	0.00680064874799764	0.173974484468473	0.470079977302211	0.997304161896465	0.536236613095228	0.252423084468866	0.143536499604187	0.0453407110675972	0.156759489887763	0.711772288754981	0.305866118992739	0.417867845428985	0.572523324832645	0.595991681058608	0.83743391224504	0.77480505959656	0.832155100420652	0.902799606410752	0.4746621240598	0.542923955259841	0.856583886655136	0.240462263993132	0.970352365680946	0.444763419812376	0.104826438104168	0.071094095666261	0.346379378091761	0.724786026498467	0.65001696104827	0.0765400064488086	0.0867983502945199	0.846404684407114	0.507282918815265	0.933449407845862	0.31432704097031	0.808868966869611	0.883077648609156	0.708607891409741	0.800739842730306	0.0544781079900662	0.533703557821292	0.229382493902219	0.882187625157278	0.410358768980114	0.17859853697015	0.330594225515999	0.386961675677356	0.282037763201296	0.361792454270394	6.18750749158698e-07	0.307780211097467	0.0419321442387706	0.0381543944434408	0.802482632055651	0.856206458718382	0.898213167674583	0.0380655572575625	0.0148801876216689	0.835498935594536	0.24262345794699	0.88371195055281	0.13065523879573	0.289562071031444	0.35342969022814	0.773339232711195	0.455371733299821	0.256519461122904	0.188172717138287	0.298498271416511	0.466307381736226	0.315269516967775	0.953426184333515	0.440138307553461	0.177448836507854	0.714721702906521	0.041560932909094
20	LUSC	LUSC.classical	65	0.215376913399993	0.859420137235555	0.100893959134513	0.246549627719833	0.166501107691163	0.469761061866333	0.325063085346664	0.127593763019588	0.0886884157369088	0.0150568475639051	0.784133763421632	0.335649046947052	0.372340835458656	0.0349570272248325	0.728785596144296	0.175841312707204	0.673116107450533	0.0598958832861095	0.394227525410491	0.131801376632111	0.970644485787879	0.466804296452752	0.3323324440787	0.774063361961165	0.425783302897629	0.499206586107965	0.581438319938905	0.0261969118949276	0.927449486142359	0.32352393325615	0.578006579557256	0.35551416696329	0.766262085722631	0.81245101842944	0.389109949356095	4.6064633725366e-05	0.0204408128526759	0.209630590266443	0.167527930620764	0.458952547599935	0.0817096066364449	0.297902399070982	0.0495098988144323	0.364174219410334	0.829795114033442	0.653275449627223	0.478054682669994	0.0989804720524724	0.0679979422398997	0.687340316884566	0.306346770313001	0.140664454119524	0.136225249425648	0.45853072027554	0.248138494724224	0.45569388812544	0.665307808276687	0.535268063608817	0.037414033809143	0.399705247446544	0.668015062596078	0.0146703134258279	0.147228619497256	0.03664236061884	0.817551206450877	0.501410767369318	0.642191644946924	0.368617948840691	0.295956796344875	0.0439971625860911	0.0882666821583467	0.321727949111709	0.704995801345934	0.0228101086497933	0.936103157873775	6.63128440144622e-05	0.0992730006365086	0.88528403136086	0.675405945262134	0.0165115475505652	0.918521002085206	0.000167580067229906
21	LUSC	LUSC.primitive	27	0.224664146138735	0.661752380549203	0.00509724257310728	0.829995786676414	0.605120198656171	0.598721439642616	0.70663269681756	0.967215627818709	0.163967140840225	0.311211639271761	0.0117184430081795	0.790099274396833	0.0861079725077607	0.13614640494104	0.688553122934438	0.414881060763806	0.636495712399126	0.0397038330323832	0.107556984036335	0.43096589892009	0.104761247048231	0.438224052177951	0.708534393794834	0.261361545685399	0.218711654973401	0.298898678540998	0.974498333022337	0.815766121932882	0.99878543764397	0.773813897390344	0.93974330833687	0.550086542373583	0.565102145759952	0.887405346773355	0.234416108149722	0.951793850380406	0.945385506964834	0.158401942231438	0.750194471990762	0.0742795899238222	0.0837499599693486	0.600012668255667	0.0156680932030358	0.974681291611768	0.972070510088708	0.358882366727169	0.280417401119202	0.184216430388442	0.106852829537947	0.297450120480588	0.252162012483876	0.378697136904538	0.806311545559686	0.981913812658141	0.425566292957045	0.400872547681316	0.434586616876377	0.258710815009623	0.209019260739594	0.434336504992092	0.142131326297986	0.73865048089186	0.00375500163338502	0.70663269681756	0.856219290140171	0.185810611673398	0.950233811879232	0.20332289336538	0.861004402449275	0.815766121932881	0.639728865313732	0.516366507775222	0.182131330700953	0.0867053811437572	0.546581041474111	0.269918260754162	0.635359580070369	0.0696152042239736	0.90427017859765	0.141264745572156	0.0363597503111792	0.379368240810987
22	LUSC	LUSC.secretory	44	0.600986474653928	0.898039192195612	0.101535850061603	0.00212810358359888	0.668279164067577	0.000112348017001806	0.0404036945553974	0.00996505678489266	0.851319159000915	0.168881733726464	0.338056257931197	0.827790217866878	0.117566303003053	0.00332715218687858	0.189835050042616	0.916109395678164	0.433691963910802	0.234115018729903	0.194021585110203	0.0479716125734378	0.136531850853505	0.513869250079455	0.399182255147222	0.0881878276350607	0.921901227482003	0.266850374940827	0.38394413781057	0.00569767870339202	0.95691202018733	0.882899512654092	0.307370778192421	0.0649939709877407	0.0396545960379476	0.990177193499988	0.488266858157921	0.195305647291161	0.834187596306029	0.111500869423321	0.715454742580923	0.406461955338787	0.214953463277218	0.145044120545249	0.805897663583598	0.257465554115914	0.673839247600915	0.238898521395863	0.592755758860685	0.871392108088976	0.220162161168207	0.124250528342555	0.195915609926532	0.397158917573929	0.350166077632806	0.814353484273296	0.899483038980802	0.00730101603863428	0.616537747014737	0.013208038850839	0.0224889137258277	0.31743485926736	0.607351427838926	0.757373545170262	0.865142139997877	0.0658785271935545	0.00755781487946394	0.660312403290437	0.0821635387445764	0.0242736363974733	0.0873429918708019	0.00128869843189059	0.278347383742762	0.0249605726182338	0.420651238721042	0.428654887105871	0.252036603214103	0.0281771206171741	0.0672946922803312	0.205796764714985	0.0438322742171488	0.425443135361778	0.304573643769557	0.0875628040097331
23	READ	GI.CIN	102	0.707158696082981	0.725376269200544	0.199420741547654	0.294984830577417	0.907003629683092	0.971674602632419	0.39076210504773	0.00377896690085401	0.000409649513638678	0.644218594162855	0.0106938149471427	0.804531917900671	0.835328318959635	0.0172019094195744	0.0242542626670221	0.0617258244822995	0.745646813490145	0.695708803364182	0.827229207056408	0.836517577518501	0.310039048263897	0.789156277949198	0.0177699995177623	0.523382078503357	0.325252785336253	0.214607763320204	0.0982246663415975	0.8298004184833	0.869497109964683	0.0638074915419834	0.14358245159834	0.0119432156574167	0.673571490955485	0.782277483664969	0.0206907154994072	0.304652608774212	0.000158550227859822	2.16627099409684e-05	0.743253645573159	0.0355995184957397	0.410220521032552	0.0870534612678641	0.370018634214233	0.3552929766373	0.996332160755997	0.999279924890826	0.6057577356783	0.197153595015581	0.390215700311968	0.544115576233115	0.000574649201286229	0.108441902964069	0.35355509903032	0.525900745059068	0.137670594258736	0.700620946958063	0.249505094801594	0.481036526609299	0.0885759708292744	0.463012571846508	0.0586783669060412	0.625733678671283	0.948392744404688	0.34521928651883	0.899653688325738	0.108304065809956	0.0775866333612573	0.10024998955068	0.244271773139044	1.27337108710975e-05	0.0580293577740384	0.0407239581330077	0.0880207464694447	0.250051916822617	0.187131078460099	0.397237722804134	0.18599693187171	0.775523472992492	0.000945117950605731	0.0369507026360879	0.129813356447937	0.326575314989828
24	STAD	GI.MSI	61	0.278627029798316	0.853642042229205	0.283068354773824	0.416451796222819	0.247793403234058	0.0342023373210921	0.7165713076676	0.447013048242184	0.286825571669077	0.123816259856492	0.791771637800059	0.63556962656402	0.330620038598724	0.012288898073695	0.00898522822652227	0.0598196175840547	0.733216847357775	0.354751686444666	0.039144243182987	0.667562964685577	0.0547720041156881	0.163745620980105	0.206926250471707	0.466427855990207	0.927161742393312	0.928444681344331	0.0791335908345028	0.238077232342788	0.0925601545181287	0.940509227503264	0.841328431069095	0.414824617629286	0.101078149121687	0.458230329877999	0.759049246122657	0.973702097446134	0.0633751787431746	0.126899187559794	0.684755493235721	0.630943514561753	0.644413440516243	0.400672941173517	0.266875621451207	0.426226235617038	0.731917658636636	0.655799413493904	0.120870488846082	0.586639340094248	0.277009769181896	0.276446439926168	0.908375394937481	0.282949580431909	0.371029557355131	0.299439143567302	0.573295681245344	0.274296445139518	0.18845009428911	0.578149331931912	0.455926087575665	0.155690522094624	0.894124819093076	0.994836209079158	0.864606731581503	0.421728933944448	0.051405107943353	0.0133874364401486	0.0206468259308116	0.114706834204708	0.372554929828876	0.00159173315963226	0.943889273420123	0.0758903665696361	0.247288656853755	0.279278018371033	0.288040776346114	0.914471854080917	0.62259802775709	0.0142320927356772	0.930054979556667	0.114716632793806	0.13337976709422	0.00764118200543558
