Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
centromere complex assembly (GO:0034508)	20/36	1.62272586673025e-11	7.52797281629498e-09	0	0	5.50600154168043	136.792911870655	CENPT;CENPU;HELLS;CENPW;HJURP;KNL1;CENPA;CENPE;CENPF;NASP;MIS18BP1;CENPI;CENPK;CENPM;OIP5;CENPN;RBBP7;CENPO;CENPQ;CENPS
mitotic cytokinesis (GO:0000281)	25/59	1.08142912264552e-10	4.59877734405005e-08	0	0	4.19949270128168	96.3681422361236	ARL3;RTKN2;SNX33;BRCA2;CENPA;SEPT8;SEPT6;RACGAP1;NUSAP1;SNX9;ECT2;MYH10;CEP55;SEPT11;PLK1;KIF23;SEPT4;CIT;ANLN;ESPL1;INCENP;KIF4A;EFHC1;TRIM36;KIF20A
chromatin remodeling at centromere (GO:0031055)	18/32	1.28524251637365e-10	5.04507120081132e-08	0	0	5.57482656095144	126.966136958835	CENPT;CENPU;HELLS;CENPW;HJURP;KNL1;CENPA;NASP;MIS18BP1;CENPI;CENPK;CENPM;OIP5;CENPN;RBBP7;CENPO;CENPQ;CENPS
cytoskeleton-dependent cytokinesis (GO:0061640)	27/70	2.59368441987552e-10	9.45397971044626e-08	0	0	3.82273821322384	84.3784271198498	ARL3;RTKN2;SNX33;BRCA2;CENPA;AURKB;SEPT8;SEPT6;RACGAP1;NUSAP1;SNX9;ECT2;MYH10;CEP55;SEPT11;PLK1;KIF23;SEPT4;CIT;ANLN;ESPL1;INCENP;KIF4A;EFHC1;SPIRE2;TRIM36;KIF20A
CENP-A containing nucleosome assembly (GO:0034080)	17/30	3.61482395543857e-10	1.2297631096402e-07	0	0	5.61612157251404	122.099019542728	CENPT;CENPU;CENPW;HJURP;KNL1;CENPA;NASP;MIS18BP1;CENPI;CENPK;CENPM;OIP5;CENPN;RBBP7;CENPO;CENPQ;CENPS
CENP-A containing chromatin organization (GO:0061641)	17/30	3.61482395543857e-10	1.15290291528769e-07	0	0	5.61612157251404	122.099019542728	CENPT;CENPU;CENPW;HJURP;KNL1;CENPA;NASP;MIS18BP1;CENPI;CENPK;CENPM;OIP5;CENPN;RBBP7;CENPO;CENPQ;CENPS
DNA replication initiation (GO:0006270)	15/24	5.87849544998989e-10	1.76458601654696e-07	0	0	6.19425173439049	131.656033675816	PRIM2;PRIM1;GINS4;CDC7;MCM10;POLE4;POLA1;POLA2;ORC6;CDC45;ORC1;POLE2;TOPBP1;POLE;MCM2
DNA recombination (GO:0006310)	23/55	8.25415550595869e-10	2.34005308593929e-07	0	0	4.14451752410127	86.6831400397234	GEN1;BARD1;RMI2;RTEL1;BLM;MRE11;RMI1;XRCC2;XRCC3;NUCKS1;HMGB1;BRCA1;BRCA2;RAD54B;RAD51AP1;RECQL4;BRIP1;RAD51;EXO1;DMC1;RAD54L;DNA2;CENPS
cellular response to DNA damage stimulus (GO:0006974)	70/329	1.13479608220626e-09	3.04782337236765e-07	0	0	2.10868144149463	43.4321170432255	TOP2A;MRE11;MCM7;MCM8;SUV39H1;OGG1;NUDT1;MCM10;BRCA1;PYCARD;HPF1;PAXX;EXO1;CHEK2;CHEK1;PCLAF;TOPBP1;IKBKE;ZNF385A;RFC5;WDHD1;RFC3;PARP4;RFC4;PARP1;LIG1;RFC2;DDX11;H2AFX;SMC1A;MSH2;MSH3;FANCD2;MAPKAPK2;TIMELESS;DTL;RTEL1;BLM;UBA7;PRKDC;PDS5A;RECQL4;RAD51AP1;BRIP1;POLD1;POLD2;E2F1;RAD54L;CLSPN;MAP2K6;BARD1;MOAP1;SLF1;XRCC2;XRCC3;FANCA;DONSON;FANCC;FANCG;TICRR;POLA1;RAD51;ERCC3;UBE2T;POLE2;CDK1;UBA1;TP73;ATR;CENPS
sister chromatid segregation (GO:0000819)	17/32	1.40108167531941e-09	3.57485989457747e-07	0	0	5.26511397423191	107.334725485664	TOP2A;SPAG5;PLK1;CDCA8;SMC1A;TUBG1;SMC4;KNSTRN;NSL1;ZWINT;NDC80;DSN1;KIF18A;KIF18B;ESPL1;KIFC1;NUSAP1
histone exchange (GO:0043486)	18/36	1.66388149717954e-09	4.04323203814629e-07	0	0	4.95540138751239	100.169042183948	CENPT;CENPU;CENPW;HJURP;KNL1;CENPA;NASP;MIS18BP1;CENPI;CENPK;ANP32E;CENPM;OIP5;CENPN;RBBP7;CENPO;CENPQ;CENPS
microtubule cytoskeleton organization involved in mitosis (GO:1902850)	20/44	1.76222538555886e-09	4.08756188295766e-07	0	0	4.50491035228399	90.8040742544089	GPSM2;INTS13;STIL;TTK;KIF11;WDR62;TUBG1;EML1;AURKB;NDC80;AURKA;CENPE;CCNB1;ESPL1;KIF4A;NUF2;NUSAP1;EFHC1;TACC3;SPC25
strand displacement (GO:0000732)	15/26	2.85376694131781e-09	6.33164030501947e-07	0	0	5.71777083174506	112.495002563036	BARD1;BLM;RTEL1;RMI2;MRE11;RMI1;XRCC2;XRCC3;BRCA1;BRCA2;RAD51AP1;BRIP1;RAD51;EXO1;DNA2
mitotic spindle organization (GO:0007052)	26/74	5.744258216968e-09	1.22137290338282e-06	0	0	3.48217394798168	66.0744771853438	GPSM2;INTS13;TTK;KIF11;WDR62;AURKB;AURKA;CCNB1;CHEK2;NUF2;MYBL2;STIL;KIF23;TUBG1;EML1;MZT1;NDC80;CENPE;TPX2;KIFC1;PRC1;KIF4A;EFHC1;BIRC5;TUBGCP3;SPC25
DNA replication-independent nucleosome assembly (GO:0006336)	18/39	8.4934959750682e-09	1.73369239843092e-06	0	0	4.57421666539605	85.007083078843	CENPT;CENPU;CENPW;HJURP;KNL1;CENPA;NASP;MIS18BP1;CENPI;CENPK;CENPM;OIP5;CENPN;RBBP7;CENPO;CENPQ;ASF1B;CENPS
mitotic nuclear division (GO:0140014)	25/74	2.78281794978973e-08	5.46181538376038e-06	0	0	3.34824418075161	58.2501295055433	CDCA8;KIF11;SMC4;NSL1;EPS8;DSN1;CHEK2;NUSAP1;MYBL2;SPAG5;UBE2C;PLK1;SMC1A;TUBG1;KNSTRN;ZWINT;MZT1;NDC80;TPX2;KIF18A;KIF18B;ESPL1;KIFC1;BIRC5;TUBGCP3
DNA strand elongation involved in DNA replication (GO:0006271)	11/16	2.90397657897016e-08	5.4885157342536e-06	0	0	6.81367690782953	118.248635303065	GINS1;GINS2;POLA1;RFC3;PCNA;RFC4;LIG1;PARP1;GINS4;POLD2;POLE
regulation of cell cycle process (GO:0010564)	28/90	3.23796821119787e-08	5.90119706490812e-06	0	0	3.08336086334104	53.1748234525482	KLHL13;MKI67;FOXM1;FBXO43;PKMYT1;AURKB;AURKA;RACGAP1;GPER1;NEK2;FBXO5;NUDT16;FSD1;ECT2;RMI2;SPAG5;PLK1;CDC25C;KNSTRN;MYO19;BIN1;PRC1;CALM3;KIF20A;KIF20B;ATF5;OBSL1;CALM2
regulation of mitotic cell cycle (GO:0007346)	40/165	1.10423808555344e-07	1.94307825882042e-05	0	0	2.40261885455146	38.4874074400694	GPSM2;INTS13;MKI67;PKMYT1;FBXO43;CKS1B;CCNB1;PIM1;EIF4EBP1;PAK6;NEK2;FBXO5;FSD1;CDK5RAP3;MAP2K6;MAP4K1;AFAP1L2;MAP3K1;STRADB;PLK1;ASNS;PRKCA;CDC25C;CDC25B;SBK2;TPX2;RBL1;PSRC1;TFAP4;ERCC3;CDK1;CKS2;TACC3;BIRC5;GAS1;TNIK;KIF20B;OBSL1;TP73;MAD2L1
regulation of mitotic cell cycle phase transition (GO:1901990)	43/184	1.15166559931689e-07	1.95898318443803e-05	0	0	2.31611151807644	37.0042506353339	ANAPC15;KIF14;BUB1B;HMMR;PSMB10;AURKA;CDC20;CCNB1;PRKAR2B;CNTRL;E2F1;KNTC1;NEK2;FBXO5;CDK5RAP2;CEP78;PLK4;UBE2C;CEP152;CEP131;PLK1;HAUS4;CDC6;HAUS5;TUBG1;PSMB8;HAUS1;PSMB9;TPX2;ANLN;CENPE;CENPF;TFAP4;ERCC3;ID2;CENPJ;CDK2;CDK1;ANAPC4;ANAPC5;CEP41;ANAPC2;MAD2L1
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	13/26	3.17822659079628e-07	5.23177106220433e-05	0	0	4.95540138751239	74.1415871435851	CDT1;PCNA;RRM2;CDC6;TYMS;DHFR;POLA1;CDC45;ORC1;ID2;E2F1;FBXO5;E2F7
double-strand break repair (GO:0006302)	35/141	3.66620396001164e-07	5.84644962748106e-05	0	0	2.46012834841041	36.4564916013348	MDC1;SWSAP1;BLM;MRE11;PRKDC;ATP23;CDCA5;TONSL;NUCKS1;BRCA1;BRCA2;RAD54B;RAD51AP1;RECQL4;BRIP1;EME1;PAXX;SFR1;CHEK2;GEN1;BARD1;PARP1;XRCC2;XRCC3;H2AFX;MND1;PARP9;POLA1;MMS22L;RAD51;MSH2;RPA3;UBE2N;DNA2;TRIP13
DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	15/35	4.96383415682209e-07	7.67589263704943e-05	0	0	4.24748690358205	61.65616817226	BLM;RTEL1;PCNA;FANCM;DDX11;TONSL;DONSON;NUCKS1;MMS22L;RAD51;EME1;POLD1;TIMELESS;POLE;CENPS
positive regulation of cell cycle process (GO:0090068)	29/107	5.08040636437072e-07	7.62509225805405e-05	0	0	2.68610542500672	38.9289319107328	GPSM2;PDGFB;KIF14;BRCA1;AURKB;AURKA;CCNB1;RACGAP1;TPR;NUSAP1;NUDT16;ECT2;DRD2;E2F7;E2F8;GEN1;SPAG5;DDX11;XRCC3;CDC7;KIF23;CDC6;NDC80;CDC25B;CIT;ID2;KIF20B;TP73;MAD2L1
mitotic nuclear envelope disassembly (GO:0007077)	17/44	5.20206233963443e-07	7.584606891187e-05	0	0	3.82917379944139	55.4044707865048	NUP205;NUP107;NUP188;NUP210;NUP155;PLK1;VRK1;PRKCA;AAAS;NUP160;NUP93;CCNB2;CCNB1;NUP85;TPR;CDK1;NUP54
G2/M transition of mitotic cell cycle (GO:0000086)	32/126	6.62146831440945e-07	9.38593133567539e-05	0	0	2.51702927619677	35.8117350344515	PKMYT1;FOXM1;AURKA;CCNB2;CCNB1;PRKAR2B;CHEK2;CNTRL;ENSA;NEK2;CDK5RAP2;CEP78;PLK4;CEP152;CEP131;PLK1;HAUS4;HAUS5;CDC25C;TUBG1;TPD52L1;CDC25A;CDC25B;HAUS1;CCNA2;WEE1;MELK;CENPJ;CDK2;CDK1;CEP41;NES
cell cycle G2/M phase transition (GO:0044839)	32/127	8.00515525560114e-07	0.000110406235863061	0	0	2.49721014803774	35.0558608051801	PKMYT1;FOXM1;AURKA;CCNB2;CCNB1;PRKAR2B;CHEK2;CNTRL;ENSA;NEK2;CDK5RAP2;CEP78;PLK4;CEP152;CEP131;PLK1;HAUS4;HAUS5;CDC25C;TUBG1;TPD52L1;CDC25A;CDC25B;HAUS1;CCNA2;WEE1;MELK;CENPJ;CDK2;CDK1;CEP41;NES
double-strand break repair via homologous recombination (GO:0000724)	23/76	9.2731712741196e-07	0.000124528928978506	0	0	2.99932189244171	41.6634911154426	GEN1;SWSAP1;GINS2;BLM;MRE11;PARP1;XRCC2;GINS4;XRCC3;TONSL;NUCKS1;CDC7;BRCA1;BRCA2;RAD54B;RAD51AP1;RECQL4;MMS22L;CDC45;RAD51;SFR1;RPA3;UBE2N
regulation of DNA-directed DNA polymerase activity (GO:1900262)	6/6	1.04809922103637e-06	0.000137139751921759	0	0	9.91080277502478	136.457208126715	RFC5;RFC3;RFC4;RFC2;DSCC1;CHTF18
positive regulation of DNA-directed DNA polymerase activity (GO:1900264)	6/6	1.04809922103637e-06	0.000133711258123715	0	0	9.91080277502478	136.457208126715	RFC5;RFC3;RFC4;RFC2;DSCC1;CHTF18
nuclear envelope disassembly (GO:0051081)	17/46	1.08920896194729e-06	0.000135566666654074	0	0	3.66268798207437	50.2889215363726	NUP205;NUP107;NUP188;NUP210;NUP155;PLK1;VRK1;PRKCA;AAAS;NUP160;NUP93;CCNB2;CCNB1;NUP85;TPR;CDK1;NUP54
cellular macromolecule biosynthetic process (GO:0034645)	67/367	1.15692692468978e-06	0.000140566621349808	0	0	1.80932911696638	24.7330645217614	MRE11;MCM7;MCM8;MCM10;BRCA1;PTMS;EXO1;CHEK1;PCLAF;TOPBP1;POLE;RFC5;RMI2;RFC3;RFC4;RMI1;RFC2;CDC25C;PAX2;CDC25A;TIMELESS;NHP2;MCM3;MCM4;MCM5;DNA2;MCM6;MCM2;PIF1;BLM;RNASEH2A;SMARCD3;ATF6B;MRPS36;GCNT1;TYMS;GSPT1;RECQL4;BRIP1;ORC6;CDC45;ORC1;POLD1;POLD2;E2F1;EIF4EBP2;CLSPN;RPL39L;BARD1;EEFSEC;DUT;DONSON;CDC7;CDC6;MRPL23;TICRR;RPS26;POLA1;POLA2;NASP;RPA3;POLE2;CDK2;CDK1;EIF4G2;FARSB;ATR
regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266)	9/14	1.33055425257658e-06	0.000157902752346472	0	0	6.37123035537307	86.2022049706254	GEN1;CDT1;CCNB1;ANAPC15;XRCC3;TPR;NDC80;CDK5RAP2;MAD2L1
regulation of cell cycle G2/M phase transition (GO:1902749)	24/84	1.71660868023344e-06	0.000199087593073437	0	0	2.83165793572136	37.590711910044	PLK4;CEP152;CEP131;PLK1;KIF14;HAUS4;HAUS5;HMMR;TUBG1;HAUS1;AURKA;TPX2;CENPF;PRKAR2B;CENPJ;CNTRL;CDK2;CDK1;NEK2;CEP41;ATF5;GTSE1;CDK5RAP2;CEP78
interstrand cross-link repair (GO:0036297)	17/48	2.17049138681737e-06	0.000246133723265089	0	0	3.51007598282128	45.7733458247958	FANCI;FANCM;XRCC3;FANCA;NUCKS1;FANCC;FANCB;FANCE;FANCG;RAD51AP1;RAD51;EME1;FANCD2;UBE2T;RPA3;ATR;CENPS
DNA ligation (GO:0006266)	10/18	2.18524808134956e-06	0.000242420020850582	0	0	5.50600154168043	71.7640193672868	TOP2A;PCNA;LIG1;PARP1;PAXX;MGMT;POLD1;POLD2;HMGB2;HMGB1
kinetochore organization (GO:0051383)	8/12	3.61368860525428e-06	0.000392354318140694	0	0	6.60720185001652	82.7934029267715	CENPT;CDT1;CENPE;CENPF;CENPW;NUF2;CENPA;NDC80
protein sumoylation (GO:0016925)	20/68	7.59957685463893e-06	0.000807930014358801	0	0	2.91494199265435	34.3596396818143	TOP2A;NUP205;NUP107;PCNA;NUP188;NUP210;NUP155;CDCA8;AAAS;NUP160;AURKB;SENP1;NUP93;INCENP;NUP85;SUMO3;TPR;NFATC2IP;BIRC5;NUP54
DNA strand elongation (GO:0022616)	8/13	8.56006636496432e-06	0.000891469768579855	0	0	6.0989555538614	71.1650689329834	GINS1;GINS2;POLA1;RFC3;RFC4;MRE11;GINS4;POLD2
long-chain fatty-acyl-CoA metabolic process (GO:0035336)	11/25	1.25012427113967e-05	0.00127587683112515	0	0	4.3607532210109	49.2315193334168	HACD1;DGAT2;ELOVL2;TECR;ELOVL3;ACSL6;THEM4;ELOVL6;ACSBG1;ELOVL7;FAR2
mitotic DNA damage checkpoint (GO:0044773)	14/39	1.42777795766069e-05	0.00142861782704755	0	0	3.55772407308582	39.6928376584282	FANCI;MDC1;BLM;MRE11;DONSON;EME1;MSH2;CHEK2;CDK2;CLSPN;TOPBP1;CDK5RAP3;TP63;TP73
metaphase plate congression (GO:0051310)	15/44	1.45938544403811e-05	0.00143216229248586	0	0	3.37868276421299	37.621328655531	CDCA5;KIF14;CDCA8;KIF22;NDC80;CENPE;CCNB1;CENPF;KIF18A;PSRC1;KIFC1;KIF2C;SPDL1;FAM83D;CENPQ
regulation of signal transduction by p53 class mediator (GO:1901796)	31/138	1.50863518036363e-05	0.00145255949535766	0	0	2.22633975380991	24.716200742938	BLM;MRE11;BRCA1;AURKB;AURKA;BRIP1;EXO1;CHEK2;CHEK1;TOPBP1;RBBP7;TAF9B;CDK5RAP3;TP63;ZNF385A;BARD1;RFC5;RFC3;RMI2;RFC4;TAF15;RFC2;RMI1;SSRP1;TPX2;TTC5;RPA3;CDK2;DNA2;TP73;ATR
replication fork processing (GO:0031297)	12/30	1.64053668823602e-05	0.00155030717038304	0	0	3.96432111000991	43.6785015966064	MMS22L;BLM;RTEL1;PCNA;RAD51;EME1;FANCM;DDX11;TONSL;NUCKS1;BRCA2;CENPS
regulation of cytokinesis (GO:0032465)	21/77	1.65463385875396e-05	0.0015351993784039	0	0	2.70294621137039	29.7576692873183	PLK1;KIF14;KIF23;KLHL13;CDC6;MYO19;AURKB;CDC25B;CIT;AURKA;RACGAP1;PRC1;CALM3;KIF20A;FSD1;KIF20B;ECT2;DRD2;CALM2;E2F7;E2F8
protein homotetramerization (GO:0051289)	17/57	2.95348525270695e-05	0.00269136343652921	0	0	2.95585345921792	30.8293728994122	RYR1;GBP5;SHMT1;MAT1A;SAMHD1;ACACB;ACACA;GNMT;SRR;ALDH5A1;CTH;CAT;TK1;HPRT1;ACPP;FBP1;TP63
mitotic chromosome condensation (GO:0007076)	8/15	3.5539649876764e-05	0.0031817339179145	0	0	5.28576148001321	54.1518947436398	CDCA5;NUSAP1;NCAPG;NCAPD2;NCAPD3;SMC4;NCAPH;SMC2
protein localization to chromosome, centromeric region (GO:0071459)	8/15	3.5539649876764e-05	0.00312687643657115	0	0	5.28576148001321	54.1518947436398	MTBP;CDK1;BUB1B;KNL1;SPDL1;HASPIN;CENPA;AURKB
chromosome condensation (GO:0030261)	10/23	3.5548170459564e-05	0.00307461548907043	0	0	4.30904468479338	44.1445334033064	TOP2A;CDCA5;GPER1;NUSAP1;NCAPG;NCAPD2;NCAPD3;SMC4;NCAPH;SMC2
nucleotide-excision repair, DNA gap filling (GO:0006297)	10/23	3.5548170459564e-05	0.00302337189758592	0	0	4.30904468479338	44.1445334033064	RFC5;RFC3;PCNA;RFC4;LIG1;RFC2;RPA3;POLD1;POLD2;POLE
postreplication repair (GO:0006301)	15/47	3.56292981547502e-05	0.0029805952210441	0	0	3.16302216224195	32.3967556144545	RFC5;RFC3;PCNA;RFC4;UBA7;RFC2;BRCA1;MSH2;POLD1;RPA3;POLD2;PCLAF;UBE2N;TMEM189-UBE2V1;DTL
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	21/82	4.63018900449286e-05	0.00381094427256888	0	0	2.53813241799415	25.3313934704744	PCNA;CRADD;CNOT10;BRCA1;FOXM1;CDC25C;AURKA;MUC1;CCNB1;TFAP4;CHEK2;CENPJ;CDK2;E2F1;CDK1;GTSE1;TP63;ZNF385A;E2F7;E2F8;TP73
mitotic metaphase plate congression (GO:0007080)	14/43	5.03468352228971e-05	0.00407809365305466	0	0	3.22677299651969	31.9340003108298	CDT1;CDCA5;KIF14;CDCA8;KIF22;NDC80;CENPE;CCNB1;KIF18A;PSRC1;KIFC1;NUF2;KIF2C;SPDL1
protein localization to kinetochore (GO:0034501)	7/12	5.27780708091251e-05	0.00420822648967134	0	0	5.78130161876445	56.9424376063417	CENPT;MTBP;CDK1;BUB1B;KNL1;SPDL1;AURKB
recombinational repair (GO:0000725)	19/71	5.48547051863388e-05	0.00430651631639826	0	0	2.65218665810522	26.0201327838754	GEN1;SWSAP1;BLM;MRE11;PARP1;XRCC2;XRCC3;TONSL;NUCKS1;BRCA1;BRCA2;RAD54B;RAD51AP1;RECQL4;MMS22L;RAD51;SFR1;RPA3;UBE2N
glutathione metabolic process (GO:0006749)	15/49	6.14947949312251e-05	0.00475466573536427	0	0	3.03391921684432	29.4185737201863	GSTM4;GGT5;GSTM3;GSTM2;GSS;GSR;MGST1;MGST2;OPLAH;GGCT;ALDH5A1;ETHE1;DPEP1;CHAC2;CHAC1
peptidyl-lysine modification (GO:0018205)	26/115	6.35274150311157e-05	0.00483851341647438	0	0	2.24070323609256	21.6542434889482	TOP2A;POP5;NUP205;NUP107;PCNA;NUP188;LOXL3;CDCA8;AAAS;NUP160;AURKB;GCSH;NUP85;SUMO3;TPR;NFATC2IP;NUP210;NUP155;SENP1;NUP93;KAT2B;INCENP;CTH;BIRC5;NUP54;EEF1AKMT2
regulation of chromosome segregation (GO:0051983)	11/29	6.62524185895026e-05	0.00497185429503282	0	0	3.75927001811285	36.1718411723053	RMI2;RACGAP1;SPAG5;NEK2;KIF2C;CDC6;MKI67;ECT2;BUB1;KNSTRN;AURKB
protein homooligomerization (GO:0051260)	37/190	6.85447270109541e-05	0.00506932959328839	0	0	1.9299984351364	18.5048714640996	RYR1;BLM;SHMT1;MGST1;ITPR3;SAMHD1;ACACB;ACACA;SCUBE3;SRR;FLOT1;ANXA6;TK1;FSD1;ECT2;VSTM5;IKBKE;GBP1;TP63;ASIC1;GSDMD;GBP5;MPP2;PNPT1;VWF;SIGMAR1;MAT1A;SEPT4;GNMT;ALDH5A1;RAD51;P2RX2;CTH;CAT;HPRT1;ACPP;FBP1
