Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
microtubule (GO:0005874)	47/210	1.22453322349116e-07	3.64094545118038e-06	0	0	2.2181320496484	35.302760315086	ARL6;ARL3;KIF14;KIF11;SKA3;SKA1;AURKB;SKA2;KIF15;AURKA;TUBB8;TUBA1B;KIF3A;DPYSL2;NUSAP1;KIF21A;FSD1;GTSE1;CDK5RAP3;CDK5RAP2;DYNC2H1;PARP4;SPAG5;PLK1;KIF24;KIF23;KIF22;TUBG1;KIF7;CENPE;KIF18A;KIF18B;PSRC1;KIFC1;PRC1;KIF4A;REEP2;CDK1;CALM3;KIF2C;RADIL;KIF20A;KIFC3;KIF20B;CALM2;TRIM54;ANAPC2
spindle midzone (GO:0051233)	14/30	3.30373908818514e-07	9.20917270831608e-06	0	0	4.62504129501156	69.0196797939829	CCDC69;PLK1;KIF14;BUB1B;CDCA8;CDC6;EML1;AURKB;AURKA;CENPE;KIF18A;KIF18B;RACGAP1;KIF20B
nuclear replisome (GO:0043601)	10/16	4.83801568892022e-07	1.26926764544613e-05	0	0	6.19425173439049	90.0742752472948	POLE4;PRIM2;POLA1;POLA2;PRIM1;POLD1;POLE2;POLD2;MCM3;POLE
chromosome (GO:0005694)	27/97	6.99504545188516e-07	1.73321681752266e-05	0	0	2.75867706108937	39.0984363121132	TOP2A;MDC1;BLM;CDCA2;CDCA5;HMGB2;NCAPG;HMGB1;BRCA1;MKI67;PDS5A;HDAC8;SMC2;RECQL4;FIGNL1;TOPBP1;SMC1A;CENPE;RAD51;MSH2;FANCD2;MSH5;DMC1;TIMELESS;BIRC5;NCAPD2;ATR
kinesin complex (GO:0005871)	18/50	8.28967591745851e-07	1.94589234694026e-05	0	0	3.56788899900892	49.9614521236406	KIF14;KIF24;KIF23;KIF11;KIF22;KIF7;KIF15;CENPE;KIF18A;KIF18B;KIFC1;KIF3A;KIF4A;KIF21A;KIF2C;KIF20A;KIFC3;KIF20B
replication fork (GO:0005657)	12/26	2.69179653861097e-06	6.00270628110246e-05	0	0	4.57421666539605	58.6657089077482	PIF1;WDHD1;MMS22L;BLM;PCNA;RAD51;UHRF1;XRCC2;XRCC3;DMC1;TONSL;DONSON
condensed nuclear chromosome, centromeric region (GO:0000780)	8/12	3.61368860525428e-06	7.674786275921e-05	0	0	6.60720185001652	82.7934029267715	MIS18BP1;NUF2;BUB1B;CENPA;BUB1;AURKB;NDC80;AURKA
cytoskeleton (GO:0005856)	84/520	9.29622580237439e-06	0.000188459850357226	0	0	1.60097583288862	18.5487492128855	ZNF175;HIP1;MAST2;TCHH;LDB3;ACTB;SEPT8;TUBA1B;SEPT6;ARHGDIB;KNTC1;TOPBP1;SYNPO;CDK5RAP2;TMOD1;NANOS1;GAS2L3;TPM1;CEP131;TMOD2;KRT8;RHOH;SEPT4;EML1;KNSTRN;MTSS1;DNM1;EML3;FRMD5;PSRC1;SYNPO2L;BIN1;CDC42EP5;KIF2C;HAP1;TNIK;TLN2;S100A9;S100A8;ANAPC2;MCM2;KANK2;KRT80;AHNAK;ABCB4;SYNPO2;CCDC69;HMMR;NOD2;IQGAP2;DDX60;KALRN;SKA1;ACACA;AURKA;CCNB2;ABLIM2;ABLIM3;KIF3A;EPB41L2;EPB41L3;S100A12;FLNB;VILL;GBP2;RHBG;MPP2;SEPT11;PLK1;CORO2A;CORO2B;SMARCA2;AIF1L;ARHGAP33;CENPE;MSRA;TPX2;ANLN;KIF18A;USH1G;TACC3;VIM;CENPQ;NES
chromosome, telomeric region (GO:0000781)	29/124	1.24572249375352e-05	0.000241561840093074	0	0	2.3178490360945	26.1759554194521	PIF1;BLM;RTEL1;MRE11;PCNA;MCM7;PRKDC;BRCA2;RECQL4;ORC1;CHEK2;POLD1;CHEK1;CBX5;PARP1;XRCC3;H2AFX;THOC2;RAD51;MSH2;NHP2;CDK1;MCM3;MCM4;MCM5;DNA2;MCM6;ATR;MCM2
chromatin (GO:0000785)	53/296	2.55334433867582e-05	0.000474496489603923	0	0	1.77456941579836	18.7669969385184	MRE11;MCM7;SUV39H1;DSCC1;HMGB2;PSIP1;NUCKS1;HR;ACTB;HIST2H2AC;MTBP;CHAF1B;CHAF1A;YY2;EME1;SOX18;CHEK1;OIP5;BAHCC1;TP63;ZNF385A;HIST1H1B;TMPO;HIST1H2AH;H2AFZ;DDX11;H2AFX;H2AFV;ESCO2;MYCN;RBL1;TIMELESS;ASF1B;MCM2;PARPBP;SMARCD3;UHRF1;CDCA5;PDS5A;RAD51AP1;MUC1;EXOSC10;E2F1;EXOSC3;CBX7;SMARCA2;POLA1;CENPF;RAD51;NASP;POLR3G;UBA1;TP73
nuclear chromosome (GO:0000228)	16/52	3.28417024941342e-05	0.000585895972495353	0	0	3.0494777769307	31.4822335370493	TOP2A;BLM;SUV39H1;SMC1A;TUBG1;HDAC8;SMC2;RAD51;MSH2;FIGNL1;CHEK1;DMC1;MSH5;TIMELESS;BIRC5;NCAPD2
polymeric cytoskeletal fiber (GO:0099513)	42/221	4.17830151612902e-05	0.000716739413920593	0	0	1.88350097986896	18.9913792495735	SYNM;KIF14;KIF11;CORO1A;KIF15;AMOT;TUBB8;TUBA1B;POF1B;KIF3A;DPYSL2;KIF21A;FSD1;CDK5RAP3;CDK5RAP2;PLS1;DYNC2H1;TMOD1;TPM1;KRT8;KIF24;KIF23;KIF22;TUBG1;KIF7;AIF1L;CENPE;KIF18A;MYO1B;KIF18B;KIFC1;KIF4A;PKP1;KIF2C;RADIL;KIF20A;KIFC3;VIM;KIF20B;NES;TRIM54;ANAPC2
alpha DNA polymerase:primase complex (GO:0005658)	5/6	5.72262305674868e-05	0.000945292549374041	0	0	8.25900231252065	80.6780491273362	POLA1;PRIM2;POLA2;PRIM1;MCM3
condensed nuclear chromosome (GO:0000794)	12/34	7.08599032378906e-05	0.0011286970301464	0	0	3.49793039118522	33.4220456738778	RAD51;SUV39H1;CHEK1;DMC1;NCAPD2;NCAPD3;SMC1A;TUBG1;CENPA;NCAPH;AURKB;AURKA
microtubule organizing center part (GO:0044450)	26/126	0.000305716935892993	0.00470171563476811	0	0	2.04508628690987	16.5505784594241	TOP2A;CEP120;CCNF;CEP128;KIF3A;FLOT1;POC1A;CDK5RAP2;PLK4;STIL;SPAG5;CCDC14;CEP152;CEP131;SCLT1;KIF24;WDR34;PAX2;CENPJ;AGBL2;SASS6;CEP83;TUBGCP3;ZMYND10;CEP41;MDM1
nuclear chromosome, telomeric region (GO:0000784)	23/107	0.000359959607967973	0.00535139950512387	0	0	2.13035947500533	16.8927253648614	PIF1;MRE11;CBX5;PCNA;MCM7;PARP1;PRKDC;XRCC3;THOC2;BRCA2;RAD51;MSH2;ORC1;POLD1;NHP2;CDK1;MCM3;MCM4;MCM5;DNA2;MCM6;ATR;MCM2
peroxisomal part (GO:0044439)	17/75	0.00108602573153748	0.015624757298894	0	0	2.24644862900562	15.3325293935992	PECR;AOC1;ABCD3;ECI2;MGST1;HSD17B4;CROT;DHRS4;ALDH3A2;NUDT7;ACOX2;CAT;PXMP2;PXMP4;FAR2;ACAA1;CRAT
mitotic spindle midzone (GO:1990023)	5/10	0.00169698044501403	0.0236516649523831	0	0	4.95540138751239	31.6100337763357	CENPE;KIF18A;KIF18B;KIF20B;EML1
nuclear ubiquitin ligase complex (GO:0000152)	11/41	0.00194239870595506	0.0262518128138169	0	0	2.65899586647006	16.6023224773127	CDC20;BARD1;CBX7;RNF222;ANAPC15;UBE2C;BUB1B;ANAPC4;ANAPC5;BRCA1;ANAPC2
mitotic spindle pole (GO:0097431)	8/25	0.00237689196634333	0.0311792299114448	0	0	3.17145688800793	19.1618205469782	GPSM2;ASPM;SPAG5;FAM83D;SMC1A;KIF20B;EML1;AURKA
microbody lumen (GO:0031907)	11/42	0.00239540340121631	0.0305242833412136	0	0	2.59568644107792	15.6629005387528	AOC1;NUDT7;ABCD3;ACOX2;ECI2;CAT;HSD17B4;CROT;FAR2;ACAA1;CRAT
peroxisomal matrix (GO:0005782)	11/42	0.00239540340121631	0.0296763865817355	0	0	2.59568644107792	15.6629005387528	AOC1;NUDT7;ABCD3;ACOX2;ECI2;CAT;HSD17B4;CROT;FAR2;ACAA1;CRAT
centriole (GO:0005814)	19/95	0.00272921496125312	0.0328981046680781	0	0	1.98216055500496	11.7021630745671	TOP2A;PLK4;STIL;CEP152;CEP120;CCNF;SCLT1;KIF24;WDR34;CEP128;KIF3A;CENPJ;AGBL2;POC1A;SASS6;CEP83;TUBGCP3;CEP41;MDM1
Rad51B-Rad51C-Rad51D-XRCC2 complex (GO:0033063)	4/7	0.00281465516788241	0.0330351632861988	0	0	5.66331587144273	33.260175692946	RAD51;XRCC2;DMC1;XRCC3
anaphase-promoting complex (GO:0005680)	7/21	0.00342443241502931	0.0391614578744378	0	0	3.30360092500826	18.7539462809394	CDC20;ANAPC15;UBE2C;BUB1B;ANAPC4;ANAPC5;ANAPC2
peroxisome (GO:0005777)	18/92	0.00444619544579263	0.0495750792205878	0	0	1.93907010815702	10.5014345974061	PECR;AOC1;ABCD3;ECI2;HSD17B4;CROT;DHRS4;PLA2G16;RIDA;NUDT7;ACOX2;PEX6;CAT;PXMP4;FAR2;VIM;ACAA1;CRAT
microbody (GO:0042579)	18/92	0.00444619544579263	0.048365930946915	0	0	1.93907010815702	10.5014345974061	PECR;AOC1;ABCD3;ECI2;HSD17B4;CROT;DHRS4;PLA2G16;RIDA;NUDT7;ACOX2;PEX6;CAT;PXMP4;FAR2;VIM;ACAA1;CRAT
actin cytoskeleton (GO:0015629)	44/294	0.0051104341162874	0.0542679432348615	0	0	1.48324939490167	7.82632230540426	PLEKHH2;AHNAK;ABCB4;SYNPO2;IQGAP2;KALRN;CORO1A;ACTB;ACACA;AMOT;ABLIM2;POF1B;ABLIM3;FLOT1;FLNB;KNTC1;VILL;TOPBP1;SYNPO;GBP2;MYH10;PLS1;TMOD1;GAS2L3;TMOD2;TPM1;CORO2A;CORO2B;MTSS1;AIF1L;ARHGAP33;MSRA;ANLN;MYO1B;SYNPO2L;USH1G;BIN1;TNNT2;TLN2;HAP1;CENPQ;RAPGEF3;ANAPC2;GCOM1
peroxisomal membrane (GO:0005778)	10/40	0.00534692606243307	0.0554588145080267	0	0	2.47770069375619	12.9614307506716	ALDH3A2;PECR;AOC1;ABCD3;CAT;PXMP2;MGST1;HSD17B4;PXMP4;DHRS4
sarcoplasmic reticulum (GO:0016529)	8/29	0.00655097306168584	0.0664030451252701	0	0	2.73401455862752	13.7470125596057	RYR1;NANOS1;FKBP1A;JPH2;GSTM2;ITPR1;ITPR2;ITPR3
cytoplasmic vesicle membrane (GO:0030659)	12/54	0.00663615386842545	0.0657716583403945	0	0	2.20240061667217	11.0455296112743	RYR1;C2CD5;YWHAQ;GPER1;DYSF;ITPR1;SPIRE2;VOPP1;ITPR2;ITPR3;SNX9;TMEM173
microtubule plus-end (GO:0035371)	5/14	0.0095570854805542	0.0926621766158081	0	0	3.53957241965171	16.4606840735196	KIF18B;SPAG5;KIF2C;KNSTRN;CDK5RAP2
sarcoplasm (GO:0016528)	8/31	0.0100435894446967	0.0953072530283984	0	0	2.55762652258704	11.7671810843047	RYR1;NANOS1;FKBP1A;JPH2;GSTM2;ITPR1;ITPR2;ITPR3
mitochondrial matrix (GO:0005759)	44/308	0.0115105675282512	0.106952356616668	0	0	1.41582896786068	6.32095391484809	GCDH;FH;ACSS2;FECH;NUDT1;ETFDH;TYMS;DHTKD1;GCSH;PRDX3;RIDA;CCNB1;HYKK;ALDH1B1;OXCT1;PDK3;THEM4;DLAT;ACSS1;ACADS;AASS;MTERF2;AADAT;UQCC2;GSR;IDH2;AMT;DARS2;ACSF2;ALDH4A1;COQ3;ALDH6A1;ALDH5A1;PC;BDH1;ETHE1;LYRM7;CDK1;SARDH;DNA2;ALDH7A1;DLD;LDHAL6B;BCAT2
lateral element (GO:0000800)	4/10	0.0131772162866535	0.119939560486683	0	0	3.96432111000991	17.1626005137805	BLM;RAD51;BRCA1;BRCA2
platelet dense granule (GO:0042827)	6/21	0.0150060336296082	0.133853819976105	0	0	2.83165793572136	11.8909894288083	LGALS3BP;ECM1;SELENOP;ITPR1;RAB27B;SGPP2
mitochondrion (GO:0005739)	124/1026	0.018532711418941	0.162070378291131	0	0	1.19779682661118	4.77707477258861	IFI27L1;IFI27L2;NDUFA12;ECI2;NUDT1;HJURP;CPOX;TMEM143;GCSH;PYCARD;SACS;PDK3;VPS35;NANOS1;STARD4;DGAT2;LIG1;SLC11A2;PRKCA;BCS1L;GTPBP3;NIF3L1;ETHE1;DNA2;AURKAIP1;ALDH7A1;PIF1;GCDH;RTL10;FECH;STXBP1;MGST1;ACACB;ACAT2;PRDX3;NTHL1;MARC2;LDHD;MARC1;THEM4;NDUFV1;MOAP1;PNPT1;MTERF2;SIAH3;UQCC2;XRCC3;IDH2;MRPL23;FANCG;DHFR;COQ3;ALDH6A1;PXMP2;CDK1;UBA1;MCU;COX20;FASTKD1;MCUB;MRPS10;DHTKD1;HEBP2;HINT2;NNT;DLAT;ACADS;DLGAP5;AASS;NCBP1;PARP1;MRPS25;ACAD9;AMT;DARS2;PARP9;SEPT4;SLC25A16;VWA8;ALDH5A1;BDH1;CAT;SDHAF4;SLC25A10;HAP1;MTFR2;BCAT1;SLC25A12;SLC25A5;DLD;DCTPP1;BCAT2;SLC25A13;ATPAF1;PLIN5;KANK2;FH;MRPS36;NDUFB4;HEATR1;NDUFB1;TYMS;BPHL;ALDH1B1;OXCT1;MINOS1;UCP2;SLC25A23;GK;TXNRD3;AGK;CKMT1A;GSR;SYNJ2BP;MYO19;DHRS2;DHODH;DHRS4;PC;TFAP4;RAD51;CAPN10;SARDH;CRAT
microtubule end (GO:1990752)	6/22	0.0189117674540784	0.162204774702288	0	0	2.70294621137039	10.7252120030019	ASPM;KIF18B;SPAG5;KIF2C;KNSTRN;CDK5RAP2
nuclear replication fork (GO:0043596)	4/11	0.0190764321291764	0.160529976030428	0	0	3.60392828182719	14.2690391054113	MMS22L;WDHD1;PCNA;TONSL
kinetochore microtubule (GO:0005828)	3/7	0.0262912908496981	0.217146587388247	0	0	4.24748690358205	15.4545556040159	CENPE;KIF18A;KNTC1
oxoglutarate dehydrogenase complex (GO:0045252)	3/7	0.0262912908496981	0.213198467617552	0	0	4.24748690358205	15.4545556040159	MRPS36;DLD;DHTKD1
pericentric heterochromatin (GO:0005721)	4/12	0.0263705911193555	0.210022922129153	0	0	3.30360092500826	12.0102605302622	HELLS;CBX5;INCENP;NCAPD3
cell cortex part (GO:0044448)	9/44	0.0293134543170361	0.229364923252598	0	0	2.0272096585278	7.15545952108948	SEPT8;GPSM2;ANLN;SEPT6;ARV1;SEPT11;EPB41L2;SEPT4;SPTBN2
nuclear chromatin (GO:0000790)	35/253	0.0339290747977369	0.260902885513632	0	0	1.37105967243426	4.63895705051824	SMARCD3;UHRF1;CDCA5;HMGB2;NUCKS1;CENPA;ACTB;HIST2H2AC;RAD51AP1;CHAF1B;MUC1;CHAF1A;YY2;EME1;SFR1;SOX18;E2F1;TP63;ZNF385A;HIST1H1B;CENPT;CBX7;CBX5;HIST1H2AH;H2AFZ;DDX11;H2AFX;H2AFV;SMARCA2;RAD51;NASP;ANP32E;TIMELESS;POLR3G;ASF1B
centriolar satellite (GO:0034451)	6/25	0.0346134028156253	0.261653858572354	0	0	2.37859266600595	8.00043046337676	SPAG5;CCDC14;CEP131;FLOT1;ZMYND10;PAX2
gamma-tubulin large complex (GO:0000931)	3/8	0.0389576432755678	0.289585148348387	0	0	3.71655104063429	12.0612498497682	BRCA1;MZT1;CDK5RAP2
HAUS complex (GO:0070652)	3/8	0.0389576432755678	0.284837850834479	0	0	3.71655104063429	12.0612498497682	HAUS4;HAUS5;HAUS1
gamma-tubulin ring complex (GO:0008274)	3/8	0.0389576432755678	0.280243691950052	0	0	3.71655104063429	12.0612498497682	BRCA1;MZT1;CDK5RAP2
anchored component of plasma membrane (GO:0046658)	8/40	0.0436654440985701	0.309123620126385	0	0	1.98216055500496	6.20653764635027	RTN4RL1;GAS1;LYPD3;RTN4RL2;CD24;ULBP2;RHBG;MDGA1
nuclear heterochromatin (GO:0005720)	5/20	0.0445408432634744	0.310394001492337	0	0	2.47770069375619	7.70899079437393	CBX5;H2AFZ;UHRF1;NCAPD3;HIST1H1B
septin cytoskeleton (GO:0032156)	4/14	0.0453398494084333	0.311101120556327	0	0	2.83165793572136	8.75992908195562	SEPT8;SEPT11;SEPT6;SEPT4
septin ring (GO:0005940)	4/14	0.0453398494084333	0.306387467214564	0	0	2.83165793572136	8.75992908195562	SEPT8;SEPT11;SEPT6;SEPT4
septin filament array (GO:0032160)	4/14	0.0453398494084333	0.301814519942705	0	0	2.83165793572136	8.75992908195562	SEPT8;SEPT11;SEPT6;SEPT4
platelet dense granule lumen (GO:0031089)	4/14	0.0453398494084333	0.297376071120018	0	0	2.83165793572136	8.75992908195562	LGALS3BP;ECM1;SELENOP;SGPP2
heterochromatin (GO:0000792)	8/41	0.0496405398555677	0.320864938776568	0	0	1.93381517561459	5.80714533740826	HELLS;CBX5;UHRF1;H2AFZ;INCENP;SUV39H1;UBA1;HIST1H1B
synaptonemal complex (GO:0000795)	6/28	0.0569033989192445	0.362555941685472	0	0	2.12374345179102	6.08749866488791	SYCE2;BLM;RAD51;MSH5;BRCA1;BRCA2
Golgi stack (GO:0005795)	6/28	0.0569033989192445	0.357449519971592	0	0	2.12374345179102	6.08749866488791	NSF;GCNT1;LPCAT2;RAB27B;VRK1;SORL1
U5 snRNP (GO:0005682)	5/23	0.0752913518186654	0.466388095987844	0	0	2.15452234239669	5.57243504213758	SNRPN;SNRPG;WDR62;SNRPD3;PRPF8
calcium channel complex (GO:0034704)	5/24	0.0875574231449593	0.534939872913039	0	0	2.06475057813016	5.02861834397121	RYR1;MCUB;CALM3;CALM2;MCU
SCF ubiquitin ligase complex (GO:0019005)	9/54	0.0897149193657362	0.540714243744842	0	0	1.65180046250413	3.98268615560013	FBXO27;BTBD3;CCNF;FBXO4;CKS2;SKP2;CKS1B;FBXO9;SPSB4
PML body (GO:0016605)	10/62	0.0909305185209971	0.540733483471529	0	0	1.5985165766169	3.83269861063519	RNF222;CIITA;BLM;MRE11;CBX5;RAD51;CHEK2;TOPBP1;IKBKE;ATR
cell cortex region (GO:0099738)	3/11	0.0914353857100691	0.536581342456458	0	0	2.70294621137039	6.46577905196098	GPSM2;ANLN;EPB41L2
spindle pole centrosome (GO:0031616)	3/11	0.0914353857100691	0.529612753593387	0	0	2.70294621137039	6.46577905196098	AURKB;DLGAP5;AURKA
npBAF complex (GO:0071564)	3/11	0.0914353857100691	0.522822846496036	0	0	2.70294621137039	6.46577905196098	SMARCD3;PHF10;SMARCA2
